params,true_negative,true_positive,false_positive,false_negative
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 7}",9,324,17,42
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 8}",8,319,18,47
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 9}",4,314,22,52
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 3, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 7}",9,324,17,42
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 8}",8,319,18,47
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 9}",4,314,22,52
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 7}",9,288,17,78
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 8}",7,305,19,61
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 9}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 20, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 7}",5,307,21,59
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 8}",5,308,21,58
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 9}",5,309,21,57
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 10}",5,309,21,57
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': None, 'min_samples_split': 30, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 7}",10,322,16,44
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 8}",8,326,18,40
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 9}",10,316,16,50
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 10}",8,313,18,53
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 20}",10,282,16,84
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 7}",10,322,16,44
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 8}",8,326,18,40
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 9}",10,316,16,50
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 10}",8,313,18,53
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 20}",10,282,16,84
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 7}",10,322,16,44
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 8}",8,326,18,40
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 9}",10,316,16,50
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 10}",8,313,18,53
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 20}",10,282,16,84
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 7}",9,296,17,70
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 8}",9,295,17,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 9}",8,312,18,54
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 10}",8,313,18,53
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 20}",10,282,16,84
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 7}",7,294,19,72
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 8}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 9}",9,293,17,73
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 10}",9,293,17,73
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 20}",10,282,16,84
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 10, 'min_samples_split': 30, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 7}",9,324,17,42
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8}",8,319,18,47
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 9}",4,314,22,52
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 7}",9,324,17,42
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 8}",8,319,18,47
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 9}",4,314,22,52
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 7}",9,324,17,42
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8}",8,319,18,47
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 9}",4,314,22,52
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 7}",9,288,17,78
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 8}",7,305,19,61
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 9}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 10}",4,315,22,51
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 20}",7,295,19,71
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 50}",12,289,14,77
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 100}",17,256,9,110
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 20, 'min_samples_leaf': 200}",20,245,6,121
"{'criterion': 'gini', 'splitter': 'best', 'random_state': 42, 'max_features': 'sqrt', 'max_depth': 20, 'min_samples_split': 30, 'min_samples_leaf': 7}",5,307,21,59
